Item #,Model #,Item Name,Description,Product Details,Price (New/Used),Highlights/Features,Average,Pictures,Specifications,Manual / Guides
100662617,NXT1A06,6 ft. Fiberglass Step Ladder with 300 lb. Load Capacity Type IA Duty Rating,"Maximize your productivity on the job with the Werner 6 ft. Fiberglass Step Ladder. Boasting the multi-functional HolsterTopPRO with magnetic strip and hardware bins, this ladder keep tools organized and accessible while you work. Comfortable, slip-resistant steps offer a peace of mind and the EDGE 360 feature includes a bracing system, oversized footpad and rail shield to provide protection from every angle. Great for electrical jobs with its non-conductive fiberglass construction, the ladder also offers a robust 300 lb. load capacity.","Bullet04 : Back-up plates reinforce all top connectors,Bullet03 : EDGE 360 provides edge bracing, oversized footpad and rail shield,MFG Brand Name : Werner,Bullet06 : Full set of rear horizontals spaced one per foot for added stability,Bullet08 : All steps and top rear horizontal are knee-braced for extra support,Bullet21 : <a href=""https://www.homedepot.com/c/how_select_a_ladder_for_your_home_HT_BG_BM"" target=""_blank"">Not sure which ladder is right for your home? Check out our helpful buying guide here.</a>,Bullet01 : HolsterTop PRO features magnetic strip and hardware bin to keep parts handy and secure,Bullet10 : ANSI and OSHA-compliant for safety,Bullet22 : The #1 brand in professional climbing equipment:<br /><br /><center><img src=""https://inlinecontent.homedepot-static.com/pre/090314/21/Callouts_100662617.jpg"" alt=""Werner ladder guide""></center><br />,Bullet02 : Right-handed drill hammer slot and pipe channel are easily accessible,Bullet09 : Weather-resistant for outdoor use,Bullet07 : 300 lb. Load capacity (type IA duty rating) ideal for most household projects,Bullet05 : Heavy-duty internal spreaders for easy opening and closing",84.97 / 99.96,"Product Highlight 3 : Double-riveted, slip-resistant TRACTION-TRED steps for safety,Product Highlight 1 : Robust 300 lb. load capacity step ladder for maximum productivity,Product Highlight 2 : Werner ladder exclusive multi-functional HolsterTop secures tools",4.8011,"https://images.homedepot-static.com/productImages/1857e4b8-fbf2-4f2c-b162-4f24e25d8ee9/svn/werner-step-ladders-nxt1a06-64_1000.jpg,https://images.homedepot-static.com/productImages/03520261-4b90-4a26-af27-8488e116943c/svn/werner-step-ladders-nxt1a06-e1_1000.jpg,https://images.homedepot-static.com/productImages/1c233d5c-c38d-45db-ac9d-233c229bf3dd/svn/werner-step-ladders-nxt1a06-40_1000.jpg,https://images.homedepot-static.com/productImages/f44df49d-f83f-4049-86ad-f3b2f6e84075/svn/werner-step-ladders-nxt1a06-a0_1000.jpg,https://images.homedepot-static.com/productImages/9d269191-8819-4bca-b3f4-dd784480b71d/svn/werner-step-ladders-nxt1a06-1d_1000.jpg,https://images.homedepot-static.com/productImages/2211ce2f-f505-4f58-bb0d-338ba7f1c437/svn/werner-step-ladders-nxt1a06-66_1000.jpg,https://images.homedepot-static.com/productImages/ae9f8749-036d-42ca-9550-1188addaa11f/svn/werner-step-ladders-nxt1a06-77_1000.jpg,https://images.homedepot-static.com/productImages/98f26249-d512-4c34-8a7a-0caa9c21946a/svn/werner-step-ladders-nxt1a06-44_1000.jpg,https://images.homedepot-static.com/productImages/97fe0be3-ece0-4a01-bef7-bf39a24d2300/svn/werner-step-ladders-nxt1a06-fa_1000.jpg,https://images.homedepot-static.com/productImages/b7498200-70da-41a9-90f9-f6ec8b262606/svn/werner-step-ladders-nxt1a06-76_1000.jpg,https://images.homedepot-static.com/productImages/937cb0bd-2a04-4cfa-a9ea-6ee30f84e084/svn/werner-step-ladders-nxt1a06-d4_1000.jpg,https://images.homedepot-static.com/productImages/6c1a20ba-5a8a-4e62-849a-fdc4dc54a19d/svn/werner-step-ladders-nxt1a06-31_1000.jpg","Material : Fiberglass,Number of Steps : 6,Features : Weather Resistant,Load Weight Capacity (lb.) : 300 lb.,Returnable : 90-Day,Rung/Step Material : Aluminum,Storage Width (in.) : 23.34,Ladder Product Type : Standard A Frame,Ladder Type : Step Ladder,Ladder Rating : Type 1A - 300 lbs.,Product Weight (lb.) : 32,Step Rise (in.) : 12,Storage Height (ft.) : 6,Ladder Height (ft.) : 6,Industry Standard Ladder Height (ft.) : 6,Base Spread (in.) : 41.25 in,Step Ladder Minimum Height - Open (ft.) : 1,Rung/Step Depth : 3.125 in,Reach Height (ft.) : 10,Step Ladder Maximum Height - Closed (ft.) : 6,Storage Depth (in.) : 7,Certifications and Listings : ANSI Certified,OSHA Compliant,Manufacturer Warranty : na","Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/e1/e1574194-b83f-43a1-be7a-41a81c41d365.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/aa/aafd93b8-d3a4-46c8-8c09-6d5ca6d52db6.pdf,Specification : https://images.homedepot-static.com/catalog/pdfImages/8b/8b7a9c1b-37c0-4662-9ce9-892aac644ff3.pdf"
304111172,GLMPX-13,14 ft. Reach MPX Aluminum Multi-Position Ladder with 375 lb. Load Capacity Type IAA Duty Rating,"Lighter, Stronger, Easier - the newly designed Gorilla Ladders 14 ft. Reach MPX Aluminum Multi-Position ladder combines versatility, safety, and strength. With 13 telescoping adjustable heights, this ladder can be used as an Extension Ladder, Double-Sided Twin Stepladder, 90-degree Wall Ladder and a Stairway Stepladder. Easily adjust the height from all sides with one hand with the user-friendly speed locks. The extra-large, heavy-duty MPX hinges give you improved strength with less flex and sway for safer climbing. The innovative rail design makes the MPX ladder lighter weight yet stronger than comparable models. This Gorilla Ladders 13 ft. Reach MPX Multi-Position Ladder is the next generation of safe, strong, innovative, and versatile climbing products that is perfect for all your project needs.""","Bullet05 : Rated to hold up to 375 lbs. - ANSI and OSHA certified,MFG Brand Name : Gorilla Ladders,Bullet22 : <br /><br /><center><img src=""https://inlinecontent.homedepot-static.com/22/TRICAM INDUSTRIES INC/304111172 Inline Content Update - 652040.jpg""></center><br />,Bullet07 : Limited lifetime warranty,Bullet03 : Innovative speed locks are quick and easy to use and have superior durability,Bullet06 : Wheel kits and rail brackets (for use in scaffold position) are available on HomeDepot.com,Bullet01 : Oversized MPX hinges reduce flex and sway when climbing,Bullet04 : Armored, heavy-duty feet have twice the wear thickness of the competition and can easily be rotated or replaced,Bullet02 : Lightweight aluminum design is easy to use and transport",119.0 / 119.0,"Product Highlight 1 : Innovative design is lighter, more stable, and easier to use,Product Highlight 3 : Lifetime Warranty,Product Highlight 2 : 13 telescoping adjustable heights",4.7066,"https://images.homedepot-static.com/productImages/a0f66c46-491d-4f26-b3a4-3e6b25f2ee3c/svn/gorilla-ladders-multi-position-ladders-glmpx-13-64_1000.jpg,https://images.homedepot-static.com/productImages/de382bb4-33d1-4911-8c92-fb87efbc6005/svn/gorilla-ladders-multi-position-ladders-glmpx-13-e1_1000.jpg,https://images.homedepot-static.com/productImages/3d812012-f6e2-4ebd-a4d2-855198d3aeaf/svn/gorilla-ladders-multi-position-ladders-glmpx-13-40_1000.jpg,https://images.homedepot-static.com/productImages/4eaccac4-d776-4d02-8411-f0036bed1828/svn/gorilla-ladders-multi-position-ladders-glmpx-13-a0_1000.jpg,https://images.homedepot-static.com/productImages/cf1c4b6b-ed88-42fc-86d0-7114bcde7802/svn/gorilla-ladders-multi-position-ladders-glmpx-13-66_1000.jpg,https://images.homedepot-static.com/productImages/6f114447-66bb-4d6b-b075-381f9de4850d/svn/gorilla-ladders-multi-position-ladders-glmpx-13-77_1000.jpg,https://images.homedepot-static.com/productImages/6c3c93a8-0a9d-46a8-b683-b9b66bdef865/svn/gorilla-ladders-multi-position-ladders-glmpx-13-c3_1000.jpg,https://images.homedepot-static.com/productImages/45ff6191-500f-4c72-9bf7-141842570357/svn/gorilla-ladders-multi-position-ladders-glmpx-13-4f_1000.jpg,https://images.homedepot-static.com/productImages/0262bd1e-13ba-4292-910f-6cdb2981f833/svn/gorilla-ladders-multi-position-ladders-glmpx-13-1f_1000.jpg,https://images.homedepot-static.com/productImages/a1b33e97-5ad7-439c-b14e-a02869aa93d2/svn/gorilla-ladders-multi-position-ladders-glmpx-13-44_1000.jpg,https://images.homedepot-static.com/productImages/23920fe1-d96c-4d46-81d5-4324bde29824/svn/gorilla-ladders-multi-position-ladders-glmpx-13-fa_1000.jpg,https://images.homedepot-static.com/productImages/66a132d6-3b41-4da5-bbae-be0309c543fa/svn/gorilla-ladders-multi-position-ladders-glmpx-13-76_1000.jpg,https://images.homedepot-static.com/productImages/11ff6065-12f5-4717-95ee-10f4ff069f01/svn/gorilla-ladders-multi-position-ladders-glmpx-13-d4_1000.jpg,https://images.homedepot-static.com/productImages/a03ecd95-a143-4994-b4bd-ae2a18dbcf93/svn/gorilla-ladders-multi-position-ladders-glmpx-13-31_1000.jpg","Number of Steps : 10,Storage Width (in.) : 21,Material : Aluminum,Returnable : 90-Day,Ladder Rating : Type 1AA - 375 lbs.,Rung/Step Material : Aluminum,Ladder Type : Multi-Position,Features : Telescoping,Product Weight (lb.) : 25.6 lb,Load Weight Capacity (lb.) : 375 lb.,Maximum Weight Capacity (lb.) : 375,Extension Ladder Minimum Height (ft.) : 7,Step Rise (in.) : 12,Step Ladder Minimum Height - Open (ft.) : 3,Base Spread (in.) : 21.2 in,Storage Height (ft.) : 3.58,Storage Depth (in.) : 8.5,Rung/Step Depth : 1 in,Industry Standard Ladder Height (ft.) : 13,Reach Height (ft.) : 14,Step Ladder Maximum Height - Closed (ft.) : 5,Extension Ladder Maximum Height (ft.) : 11,Manufacturer Warranty : Limited Lifetime Warranty,Certifications and Listings : ANSI Certified,OSHA Compliant","Warranty : https://images.homedepot-static.com/catalog/pdfImages/23/235aba2e-a4dc-443b-800d-0144ea1cfd02.pdf,Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/3e/3ecc7bff-54fe-4228-a15e-6e5c8b3f80ed.pdf,Specification : https://images.homedepot-static.com/catalog/pdfImages/d3/d3222298-9d8c-4d6c-ae60-938675a6ed3f.pdf,Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/b3/b36ecb46-6aa1-465e-924a-4ba67a8ed81a.pdf"
100664453,FS108,8 ft. Fiberglass Step Ladder with 250 lb. Load Capacity Type I Duty Rating,"With a duty rating of 250 lbs. to accommodate most household projects, the Werner 8 ft. Fiberglass Step Ladder features a multi-functional HolsterTop to keep tools organized and accessible while working. Designed for safety and durability, the ladder features slip-resistant steps for secure, comfortable standing, as well as the EDGE bracing system that helps prevent rail damage. With a 12 ft. reach, this ladder is a great choice indoors and outdoors on the job site or at home, ideal for painting, renovations, repairs and more.","Bullet02 : HolsterTop with Lock-In System secures tools to increase productivity,Bullet06 : Slip-resistant foot pads attached to the edge structure for added stability,Bullet03 : External Pinch-proof spreaders for easy opening and closing,MFG Brand Name : Werner,Bullet22 : The #1 brand in professional climbing equipment:<br /><br /><center><img src=""https://inlinecontent.homedepot-static.com/pre/090314/21/Callout_100664453.jpg"" alt=""werner ladder guide""></center><br />,Bullet04 : Slip-resistant, Traction-tred steps ensure secure footing,Bullet21 : <a href=""https://www.homedepot.com/c/how_select_a_ladder_for_your_home_HT_BG_BM"" target=""_blank"">Not sure which ladder is right for your home? Check out our helpful buying guide here.</a>,Bullet01 : Fiberglass rails offer safety around electricity,Bullet05 : Edge bracing provides enhanced strength and increased protection against damage,Bullet07 : 250 lb. load capacity is ideal for light household use,Bullet08 : ANSI and OSHA compliant for safety",104.0 / 124.0,"Product Highlight 3 : Pinch-Proof spreaders and slip-resistant steps for safety,Product Highlight 2 : Werner ladder exclusive multi-functional HolsterTop secures tools,Product Highlight 1 : Versitile lightweight step ladder with strong 250 lb. capacity",4.6868,"https://images.homedepot-static.com/productImages/5594f2c5-4705-4d44-b33e-e0fef6ea4abd/svn/werner-step-ladders-fs108-64_1000.jpg,https://images.homedepot-static.com/productImages/c043fc98-e8f7-401e-a6dc-1621b936b1f5/svn/werner-step-ladders-fs108-e1_1000.jpg,https://images.homedepot-static.com/productImages/6147d897-1909-4060-a938-b629b1982cc5/svn/werner-step-ladders-fs108-1d_1000.jpg,https://images.homedepot-static.com/productImages/ec922cb6-2653-48ef-a5a8-46f40e21408a/svn/werner-step-ladders-fs108-66_1000.jpg,https://images.homedepot-static.com/productImages/c4e15076-9a11-405f-8fba-e6449079ae38/svn/werner-step-ladders-fs108-77_1000.jpg,https://images.homedepot-static.com/productImages/cc39a493-5cd2-4321-95b7-a75a7d406961/svn/werner-step-ladders-fs108-c3_1000.jpg,https://images.homedepot-static.com/productImages/0cc63734-3dac-48ea-8829-61757be5e86b/svn/werner-step-ladders-fs108-4f_1000.jpg,https://images.homedepot-static.com/productImages/73f8d151-6c71-4d56-bfec-430359e46a22/svn/werner-step-ladders-fs108-1f_1000.jpg,https://images.homedepot-static.com/productImages/1d57d48a-2382-4037-8ce6-d92de29c8551/svn/werner-step-ladders-fs108-44_1000.jpg,https://images.homedepot-static.com/productImages/3f7b9e75-084f-4e3e-97f7-99fc07462e7c/svn/werner-step-ladders-fs108-fa_1000.jpg,https://images.homedepot-static.com/productImages/53e81ab4-de85-440b-8a22-6484d2bece05/svn/werner-step-ladders-fs108-76_1000.jpg","Material : Fiberglass,Returnable : 90-Day,Storage Width (in.) : 25,Rung/Step Material : Aluminum,Product Weight (lb.) : 25,Ladder Rating : Type 1 - 250 lbs.,Features : Foldable,Ladder Product Type : Standard A Frame,Load Weight Capacity (lb.) : 250 lb.,Number of Steps : 8,Ladder Type : Step Ladder,Step Rise (in.) : 12,Step Ladder Maximum Height - Closed (ft.) : 8,Ladder Height (ft.) : 8,Industry Standard Ladder Height (ft.) : 8,Storage Height (ft.) : 8,Step Ladder Minimum Height - Open (ft.) : 16,Base Spread (in.) : 53.5 in,Rung/Step Depth : 3.125 in,Storage Depth (in.) : 6,Reach Height (ft.) : 12,Manufacturer Warranty : na","Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/e1/e1574194-b83f-43a1-be7a-41a81c41d365.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/f6/f645f68b-395a-4ece-9296-ce5e11a839df.pdf,Specification : https://images.homedepot-static.com/catalog/pdfImages/e2/e29a47c5-49f7-402b-ba91-327db10b64c4.pdf"
304228999,GLMPX-26,26 ft. Reach MPX Aluminum Multi-Position Ladder with 375 lb. Load Capacity Type IAA Duty Rating,"LIGHTER, STRONGER, EASIER - the newly designed Gorilla Ladders 26 ft. Reach MPX Aluminum Multi-Position ladder combines versatility, safety, and strength. With 37 telescoping adjustable heights, this ladder can be used as an Extension Ladder, Double-Sided Twin Stepladder, 90-degree Wall Ladder and a Stairway Stepladder. Easily adjust the height from all sides with one hand with the user-friendly speed locks. The extra-large, heavy-duty MPX hinges give you improved strength with less flex and sway for safer climbing. The innovative rail design makes the MPX ladder lighter weight yet stronger than comparable models. This Gorilla Ladders 26 ft. Reach MPX Multi-Position Ladder is the next generation of safe, strong, innovative, and versatile climbing products that is perfect for all your project needs.","Bullet05 : Rated to hold up to 375 lbs. - ANSI and OSHA certified,MFG Brand Name : Gorilla Ladders,Bullet07 : Limited lifetime warranty,Bullet03 : Innovative speed locks are quick and easy to use and have superior durability,Bullet06 : Wheel kits and rail brackets (for use in scaffold position) are available on HomeDepot.com,Bullet01 : Oversized MPX hinges reduce flex and sway when climbing,Bullet04 : Armored, heavy-duty feet have twice the wear thickness of the competition and can easily be rotated or replaced,Bullet22 : <br /><br /><center><img src=""https://inlinecontent.homedepot-static.com/22/TRICAM INDUSTRIES INC/304228999 Inline Content Update - 652040.jpg""></center><br />,Bullet02 : Lightweight aluminum design is easy to use and transport",249.0 / 279.0,"Product Highlight 1 : Innovative design is lighter, more stable, and easier to use,Product Highlight 3 : Lifetime Warranty,Product Highlight 2 : 37 telescoping adjustable heights",4.7048,"https://images.homedepot-static.com/productImages/493a2335-e55c-4ada-b68c-8ce268450c81/svn/gorilla-ladders-multi-position-ladders-glmpx-26-64_1000.jpg,https://images.homedepot-static.com/productImages/cd9064a4-3091-4a2f-991a-45dd73285707/svn/gorilla-ladders-multi-position-ladders-glmpx-26-e1_1000.jpg,https://images.homedepot-static.com/productImages/0d8474ea-39d3-4bd9-a6a4-f59c2ce727fd/svn/gorilla-ladders-multi-position-ladders-glmpx-26-40_1000.jpg,https://images.homedepot-static.com/productImages/2f063d2a-a75e-42da-8e4f-5e76f2f78dec/svn/gorilla-ladders-multi-position-ladders-glmpx-26-a0_1000.jpg,https://images.homedepot-static.com/productImages/73ed77e6-f1a3-457a-9588-523a9cb29939/svn/gorilla-ladders-multi-position-ladders-glmpx-26-1d_1000.jpg,https://images.homedepot-static.com/productImages/11648608-84f0-4745-9f0d-50e8563477c5/svn/gorilla-ladders-multi-position-ladders-glmpx-26-66_1000.jpg,https://images.homedepot-static.com/productImages/be0f55ae-57a4-44b9-b787-b117aca528bb/svn/gorilla-ladders-multi-position-ladders-glmpx-26-77_1000.jpg,https://images.homedepot-static.com/productImages/57702751-2bf7-4a3f-9ab3-60a8990979c1/svn/gorilla-ladders-multi-position-ladders-glmpx-26-c3_1000.jpg,https://images.homedepot-static.com/productImages/baec86c9-e923-4486-834b-8777b41c2faa/svn/gorilla-ladders-multi-position-ladders-glmpx-26-4f_1000.jpg,https://images.homedepot-static.com/productImages/005c88cd-56ca-4696-98a8-df321469a1e3/svn/gorilla-ladders-multi-position-ladders-glmpx-26-1f_1000.jpg,https://images.homedepot-static.com/productImages/83b4f616-d795-4c98-8ef1-54284d31053e/svn/gorilla-ladders-multi-position-ladders-glmpx-26-44_1000.jpg,https://images.homedepot-static.com/productImages/6b1b1865-0ac3-4ac3-87c8-c38769cecfa3/svn/gorilla-ladders-multi-position-ladders-glmpx-26-fa_1000.jpg,https://images.homedepot-static.com/productImages/7e6b9f24-4fa4-4d28-9575-2ab8524335a0/svn/gorilla-ladders-multi-position-ladders-glmpx-26-76_1000.jpg,https://images.homedepot-static.com/productImages/11ff6065-12f5-4717-95ee-10f4ff069f01/svn/gorilla-ladders-multi-position-ladders-glmpx-26-d4_1000.jpg,https://images.homedepot-static.com/productImages/a03ecd95-a143-4994-b4bd-ae2a18dbcf93/svn/gorilla-ladders-multi-position-ladders-glmpx-26-31_1000.jpg","Material : Aluminum,Returnable : 90-Day,Ladder Rating : Type 1AA - 375 lbs.,Rung/Step Material : Aluminum,Ladder Type : Multi-Position,Features : Telescoping,Number of Steps : 24,Storage Width (in.) : 29.25,Load Weight Capacity (lb.) : 375 lb.,Product Weight (lb.) : 52.5 lb,Maximum Weight Capacity (lb.) : 375,Step Rise (in.) : 12,Industry Standard Ladder Height (ft.) : 25,Storage Height (ft.) : 6.56,Step Ladder Maximum Height - Closed (ft.) : 11,Storage Depth (in.) : 8.5,Rung/Step Depth : 1 in,Base Spread (in.) : 29.4 in,Reach Height (ft.) : 26,Extension Ladder Maximum Height (ft.) : 23,Extension Ladder Minimum Height (ft.) : 13,Step Ladder Minimum Height - Open (ft.) : 6,Manufacturer Warranty : Limited Lifetime Warranty,Certifications and Listings : ANSI Certified,OSHA Compliant","Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/9d/9dccdafe-30e6-4525-b4b7-cdbcb1e884bf.pdf,Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/43/43db7d47-3589-4dff-9a62-f005e7c592d0.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/f0/f0718cc7-5b82-41ce-ac66-e1285c1d8a80.pdf,Specification : https://images.homedepot-static.com/catalog/pdfImages/c5/c54df827-b333-4af4-b031-0c0c2ef6b9ad.pdf"
205804012,GLS-3,3-Step Lightweight Steel Step Stool Ladder with 225 lbs. Load Capacity Type II Duty Rating,"Built for stability and convenience, the Gorilla Ladders 3-Step Lightweight Steel Ladder is an easily portable stool to make any job stress-free. It features a soft, comfort grip that offers a convenient place to grab while carrying the ladder and a locking step latch that keeps it in place. It boats extra-wide, platform steps that are slip-resistant for a safe climb. The ladder features an ANSI Type 2 Duty Rating (225 lbs. capacity) and a lifetime warranty so you can buy with confidence.","Bullet01 : Steel steps and rails offer durability,MFG Brand Name : Gorilla Ladders,Bullet02 : 225 lbs. duty rating,Bullet03 : Type II ANSI rating,Bullet04 : Non-slip tread and oversized feet,Bullet22 : Gorilla Ladders 3-Step Lightweight Steel Step Stool Ladder Features:<br /><br /><center><img src=""https://inlinecontent.homedepot-static.com/22/Gorilla Ladders/OMSID_205804012 (GLS-3) Inline Content.jpg"" alt=""Gorilla Ladders 3-Step Lightweight Steel Step Stool Ladder""></center><br />,Bullet05 : Comfort grip provides easier carrying when moved to different locations,Bullet06 : Limited lifetime warranty",39.98 / 39.98,"Product Highlight 1 : Features a 225 lb. total weight capacity,Product Highlight 3 : Soft comfort grip rails for easier climbing and carrying,Product Highlight 2 : Increased safety with three steel steps with non-slip treads",4.7954,"https://images.homedepot-static.com/productImages/56478821-5f15-46a5-93d2-cf91f84fbc36/svn/gorilla-ladders-step-stools-gls-3-64_1000.jpg,https://images.homedepot-static.com/productImages/be2ae384-02ed-457f-a62e-f082948e4fb2/svn/gorilla-ladders-step-stools-gls-3-40_1000.jpg,https://images.homedepot-static.com/productImages/4a1ff5d9-c874-4819-b018-31a9c4004d49/svn/gorilla-ladders-step-stools-gls-3-a0_1000.jpg,https://images.homedepot-static.com/productImages/e876064d-4330-4186-b9fa-fa5ed24a3a4f/svn/gorilla-ladders-step-stools-gls-3-1d_1000.jpg,https://images.homedepot-static.com/productImages/d609025d-8444-4c82-825a-e89906375a87/svn/gorilla-ladders-step-stools-gls-3-66_1000.jpg,https://images.homedepot-static.com/productImages/4a0685b3-9754-41ac-a2f8-9d10124d7744/svn/gorilla-ladders-step-stools-gls-3-77_1000.jpg,https://images.homedepot-static.com/productImages/add6a797-3892-431e-805f-086b90a61ff5/svn/gorilla-ladders-step-stools-gls-3-c3_1000.jpg,https://images.homedepot-static.com/productImages/8831943b-5996-4039-a5fe-8611d1117a48/svn/gorilla-ladders-step-stools-gls-3-4f_1000.jpg,https://images.homedepot-static.com/productImages/c0b808ad-488d-4c64-9679-8b9bb91049da/svn/gorilla-ladders-step-stools-gls-3-1f_1000.jpg,https://images.homedepot-static.com/productImages/5eb6491f-c5b1-4772-8678-52aa3b61dd19/svn/gorilla-ladders-step-stools-gls-3-44_1000.jpg,https://images.homedepot-static.com/productImages/ec47f642-d9e4-4861-9ba3-542ab8b43a66/svn/gorilla-ladders-step-stools-gls-3-fa_1000.jpg,https://images.homedepot-static.com/productImages/61e5e2f8-b5c5-4400-8d68-a2fc18a7f757/svn/gorilla-ladders-step-stools-gls-3-76_1000.jpg","Rung/Step Material : Steel,Returnable : 90-Day,Material : Steel,Product Weight (lb.) : 14.5 lb,Storage Width (in.) : 17.5,Features : Foldable,Number of Steps : 3,Ladder Rating : Type 2 - 225 lbs.,Ladder Type : Step Stool,Load Weight Capacity (lb.) : 225 lb.,Industry Standard Ladder Height (ft.) : 4,Base Spread (in.) : 29 in,Reach Height (ft.) : 8.75,Rung/Step Depth : 10,Storage Height (ft.) : 4,Step Rise (in.) : 10,Storage Depth (in.) : 2.4,Manufacturer Warranty : Limited Lifetime Warranty,Certifications and Listings : ANSI Certified,OSHA Compliant","Specification : https://images.homedepot-static.com/catalog/pdfImages/51/51b1816f-fdb3-404d-b92d-28911a805ea5.pdf,Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/3f/3f9e185a-f7f4-4fb2-b241-12d2c3f11b74.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/6c/6cc79c8e-23e5-4932-9323-2cf6cb4656e9.pdf"
303496400,LDAL-TS02-12,Telescoping Ladder 12.5 ft. Aluminum Extension Ladder,"This 12.5 ft. Aluminum Telescopic Ladder is a must-have for your work space. Heavy-duty and extendable, this multi-purpose ladder locks at every step with two locking pins that are activated when the ladder is extended. Max 330 lbs. load capacity. Can be used at an angle of 75 degrees.","Bullet01 : Extends to 12.5 ft., locking feature,Bullet03 : Max. load of 330 lbs. (150 kg),MFG Brand Name : OxGord,Bullet02 : Locks at every step with 2 steel locking pins that automatically spring into place when the ladder is opened (extended),Bullet04 : Can be used at an angle of 75°",103.0 / 103.0,"Product Highlight 2 : Weather-resistant aluminum construction,Product Highlight 1 : Telescoping design is perfect for extended reach,Product Highlight 3 : Two steel locking pins lock at every step",4.4375,"https://images.homedepot-static.com/productImages/4d5d4c38-717f-42e1-9954-e9d4ecaa775c/svn/oxgord-extension-ladders-ldal-ts02-12-64_1000.jpg,https://images.homedepot-static.com/productImages/4632aed0-5414-485d-a6cb-bb2ef91aee6a/svn/oxgord-extension-ladders-ldal-ts02-12-66_1000.jpg,https://images.homedepot-static.com/productImages/8a804d61-f50b-4772-b53f-b333f0b4cf89/svn/oxgord-extension-ladders-ldal-ts02-12-c3_1000.jpg,https://images.homedepot-static.com/productImages/7aff542e-9361-42b9-b365-d57ad28e3f5c/svn/oxgord-extension-ladders-ldal-ts02-12-1f_1000.jpg,https://images.homedepot-static.com/productImages/735a7b7e-c2cb-44d8-87e9-e72d08cab5f8/svn/oxgord-extension-ladders-ldal-ts02-12-44_1000.jpg,https://images.homedepot-static.com/productImages/19676706-8481-4348-b51e-1d5fa2797d72/svn/oxgord-extension-ladders-ldal-ts02-12-fa_1000.jpg,https://images.homedepot-static.com/productImages/c7c556b0-eab8-4d24-bb00-4d2fea8f1a48/svn/oxgord-extension-ladders-ldal-ts02-12-76_1000.jpg","Ladder Product Type : Telescoping,Material : Aluminum,Features : Weather Resistant,Returnable : 90-Day,Rung/Step Material : Aluminum,Load Weight Capacity (lb.) : 325 lb.,Product Weight (lb.) : 24.4 lb,Number of Steps : 13,Ladder Type : Extension,Ladder Rating : Type 1A - 300 lbs.,Step Rise (in.) : 12,Extension Ladder Maximum Height (ft.) : 12.5,Industry Standard Ladder Height (ft.) : 12.5,Rung/Step Depth : 12 in,Storage Depth (in.) : 3,Reach Height (ft.) : 12.5,Storage Height (ft.) : 3.3,Certifications and Listings : ANSI Certified,Manufacturer Warranty : 30 Days","Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/38/38c42013-507c-4f08-9f44-fe7c55ada716.pdf,Specification : https://images.homedepot-static.com/catalog/pdfImages/ae/ae1e08f8-b0a9-42f6-b6b1-111d297ecbae.pdf"
