Item #,Model #,Item Name,Description,Product Details,Price (New/Used),Highlights/Features,Average,Pictures,Specifications,Manual / Guides
207092155,P1832,"18-Volt ONE+ Lithium-Ion Cordless Drill/Driver and Impact Driver Combo Kit with (2) 1.3 Ah Batteries, Charger, and Bag","RYOBI introduces the 18-Volt ONE+ Lithium-Ion Cordless Drill/Driver and Impact Driver Combo Kit with (2) 1.3 Ah Batteries, Charger, and Bag. The drill/driver includes a 1/2 in. heavy duty single sleeve and a keyless chuck with 24-position clutch to match your drilling and driving needs. The impact driver has a variable-speed trigger and 1600 in./lbs. of torque to provide control and power when driving long and large screws or bolts. They both feature the exclusive MAGTRAY and onboard bit storage, which allow convenient placement of bits and screws. Best of all, it's a part of the the RYOBI ONE+ World's Largest 18-Volt Tool System*. Backed by the RYOBI 3-Year Manufacturer's Warranty, this combo kit includes the 18-Volt ONE+ 1/2 in. Drill/Driver with screwdriver bit, the 18-Volt ONE+ Impact Driver with bit, two 1.3 Ah Compact Lithium-Ion Batteries, an 18-Volt Charger, a tool bag, and operator's manuals.","MFG Brand Name : RYOBI,Bullet13 : *Stem Pack Style Battery,Bullet02 : Drill/Driver: 1/2 in. heavy duty keyless chuck for quick, easy, bit changes,Bullet07 : Drill/Driver and Impact Driver: Improved GRIPZONE overmold for optimum grip and user comfort onboard bit storage for user convenience,Bullet08 : Drill/Driver and Impact Driver: Compatible with all RYOBI ONE+ batteries and chargers,Bullet01 : Drill/Driver: 24-position clutch and 2-speed gearbox (0-440 RPM and 0-1600 RPM) to match your drilling and driving needs,Bullet23 : <a href=https://www.homedepot.com/c/electronics_recycling_programs style=color:#F96302; target=_blank>Click here for more information on Electronic Recycling Programs</a>,Bullet12 : Includes: (1) P277 Drill/Driver with screwdriver bit, (1) P235 Impact Driver with bit, (2) P102 1.3 Ah Compact Lithium-Ion Batteries, (1) P118B 18-Volt ONE+ Charger, (1) tool bag, and operator's manuals,Bullet06 : Drill/Driver and Impact Driver: MAGTRAY magnetic holder for convenient placement of screws and bolts,Bullet05 : Impact Driver: Cast aluminum gear housing ensures strength and durability,Bullet04 : Impact Driver: 1/4 in. quick-connect coupler provides quick and easy bit changes,Bullet09 : Batteries: The lightest in the ONE+ system to minimize overall tool weight,Bullet03 : Impact Driver: Delivers up to 1600 in./lbs. of torque and 3200 IPM (impacts per minute) for the most demanding applications,Bullet10 : Part of the RYOBI ONE+ World’s Largest 18-Volt Tool System*,Bullet11 : 3-year manufacturer's warranty",143.73 / 143.73,"Product Highlight 1 : Great starter set for DIY or professionals,Product Highlight 3 : World’s Largest 18-Volt Tool System*,Product Highlight 2 : Includes: Drill, Impact Driver, (2) Batteries, Charger, and Bag",4.5871,"https://images.homedepot-static.com/productImages/227d7a1e-f985-4b7f-9b22-81149d34da3e/svn/ryobi-power-tool-combo-kits-p1832-64_1000.jpg,https://images.homedepot-static.com/productImages/5f3d7aa2-a1a9-459e-a995-c14a7d8f9d3f/svn/ryobi-power-tool-combo-kits-p1832-e1_1000.jpg,https://images.homedepot-static.com/productImages/229cf750-bb36-47d5-b71d-9080f8f88e23/svn/ryobi-power-tool-combo-kits-p1832-40_1000.jpg,https://images.homedepot-static.com/productImages/c22c825d-93bc-43e3-93b0-da6e6567ff9e/svn/ryobi-power-tool-combo-kits-p1832-66_1000.jpg,https://images.homedepot-static.com/productImages/2060d688-5bef-4119-af49-14ce763ae610/svn/ryobi-power-tool-combo-kits-p1832-c3_1000.jpg,https://images.homedepot-static.com/productImages/89dc90c5-b082-4b6e-88f4-c3b32e13bc98/svn/ryobi-power-tool-combo-kits-p1832-4f_1000.jpg,https://images.homedepot-static.com/productImages/71b05795-f94e-4691-89c2-0f4063c1966b/svn/ryobi-power-tool-combo-kits-p1832-1f_1000.jpg,https://images.homedepot-static.com/productImages/bde741b7-6aa9-4ae3-9445-1e4a3e659e02/svn/ryobi-power-tool-combo-kits-p1832-44_1000.jpg,https://images.homedepot-static.com/productImages/e11617f3-5b5f-42ea-a04a-4f9a7227ea08/svn/ryobi-power-tool-combo-kits-p1832-fa_1000.jpg,https://images.homedepot-static.com/productImages/525e9369-b04f-46a2-adef-14c021e2e7d7/svn/ryobi-power-tool-combo-kits-p1832-76_1000.jpg,https://images.homedepot-static.com/productImages/be765fbc-e2b0-42f8-b4fd-7d525cf8e3a7/svn/ryobi-power-tool-combo-kits-p1832-31_1000.jpg","Number of Batteries Included : 2,Voltage (v) : 18v,Returnable : 90-Day,Tools Included : Drill,Impact Driver,Power Tool Features : Keyless Chuck,Cordless Tool Type : Combo Kit,Cordless/ Corded : Cordless,Battery Power Type : Lithium Ion,Number of Tools Included : 2,Tools Product Type : Power Tool,Color Family : Green,Condition : New,Motor Type : Brushed,Charger Included : Charger Included,Certifications and Listings : 1-UL Listed,Manufacturer Warranty : 3 Year Manufacturer's Warranty","SDS : https://images.homedepot-static.com/catalog/pdfImages/c4/c4e16788-97b6-4c61-a7c3-035b62e55239.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/e1/e195086b-73cd-42da-b5e7-6ee5a55d7a8b.pdf,Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/74/7487a992-36de-4ffb-b9cc-7a90721563dc.pdf"
304193488,P1815,"18-Volt ONE+ Lithium-Ion Cordless Brushless 1/2 in. Drill/driver with (2) 2.0 Ah Batteries, Charger, and Bag","RYOBI introduces the 18-Volt ONE+ Lithium-Ion Cordless Brushless 1/2 in. Drill/Driver with (2) 2.0 Ah Batteries, Charger, and Bag. The drill/driver features a 3-jaw Jacobs Chuck for quick hex bit insert. Choose from 1 of 24 torque options on the clutch and engage this device with the variable-speed trigger in 1 of 2 speed settings (0 to 600 RPM or 0 to 1800 RPM) to match the desired application. Its brushless motor provides longer runtime and extended tool life when compared to brushed motors. The LED light illuminates the work area and remains on for a time after trigger is released for improved accuracy. The lithium-ion batteries provide 2X the runtime of their Ni-Cd counterparts. The 18-volt charger is compatible with all RYOBI ONE+ lithium-ion batteries. Best of all, it's a part of the the RYOBI ONE+ World's Largest 18-Volt Tool System*. Backed by the RYOBI 3-Year Manufacturer's Warranty, this kit includes a brushless drill/driver, two 2.0 Ah batteries, a charger, a screwdriver bit, a bag, a belt clip, and an operator's manual.","Bullet02 : Drill/Driver: 2-speed gear box (0 to 600/0 to 1,800 RPM),MFG Brand Name : RYOBI,Bullet05 : Drill/Driver: Belt clip mounts to both sides of drill for convenience,Bullet13 : *Stem Pack Style Battery,Bullet09 : Charger: Charges all 18-Volt ONE+ Lithium-Ion Batteries in as little as 1 hour,Bullet08 : Batteries: Batteries are compatible with all RYOBI 18-Volt ONE+ products,Bullet12 : Includes: (1) P252 Brushless Drill/Driver with screwdriver bit, (1) P118B 18-Volt Charger, (2) P190 18-Volt ONE+ 2.0 Ah Compact Lithium-Ion Batteries, tool bag, belt clip, and operator's manual,Bullet06 : Drill/Driver: Improved GRIPZONE overmold with micro texture for optimum grip and user comfort,Bullet04 : Drill/Driver: LED light illuminates the work area and remains on for a time after trigger is released,Bullet23 : <a href=https://www.homedepot.com/c/electronics_recycling_programs style=color:#F96302; target=_blank>Click here for more information on Electronic Recycling Programs</a>,Bullet03 : Drill/Driver: 24-position adjustable torque clutch,Bullet01 : Drill/Driver: New, innovative 3-jaw JACOBS Chuck with quick hex bit insert,Bullet07 : Drill/Driver: MAGTRAY magnetic holder for convenient storage of screws and bits,Bullet10 : Part of the RYOBI ONE+ World’s Largest 18-Volt Tool System*,Bullet11 : 3-year manufacturer's warranty",129.0 / 129.0,"Product Highlight 1 : Brushless motor offers 50% longer runtime and extended tool life,Product Highlight 3 : Compatible with over 125+ RYOBI 18-Volt ONE+ Tools,Product Highlight 2 : Includes: Drill/Driver, (2) 2.0 Ah Batteries, Charger, and Bag",4.6957,"https://images.homedepot-static.com/productImages/248ae032-738d-4a3a-82e9-9b12c8e039f6/svn/ryobi-power-drills-p1815-64_1000.jpg,https://images.homedepot-static.com/productImages/45c0252d-f830-481f-93dd-88a9f2af1dd8/svn/ryobi-power-drills-p1815-c3_1000.jpg,https://images.homedepot-static.com/productImages/f56477bf-bc22-4043-aa72-362f9af8fae5/svn/ryobi-power-drills-p1815-4f_1000.jpg,https://images.homedepot-static.com/productImages/6755a67a-30ab-47ed-a026-46fb4b7a0379/svn/ryobi-power-drills-p1815-1f_1000.jpg,https://images.homedepot-static.com/productImages/61d77665-a380-43d9-8394-0065ac5df503/svn/ryobi-power-drills-p1815-44_1000.jpg,https://images.homedepot-static.com/productImages/04b9484c-d32a-4aae-98a4-a84521447daf/svn/ryobi-power-drills-p1815-fa_1000.jpg,https://images.homedepot-static.com/productImages/3b5da5ed-e45c-4171-968c-907498d5c6f7/svn/ryobi-power-drills-p1815-76_1000.jpg,https://images.homedepot-static.com/productImages/fa9a667f-153d-4a82-85a9-f6829acf172f/svn/ryobi-power-drills-p1815-d4_1000.jpg,https://images.homedepot-static.com/productImages/eae835bb-78f8-403d-91be-ce08eda5bd0f/svn/ryobi-power-drills-p1815-31_1000.jpg","Number of Batteries Included : 2,Voltage (v) : 18v,Included : Bag Included,Bits Included,Power Tool Features : Bag Included,Brushless,Keyless Chuck,LED Light,Variable Speed,Returnable : 90-Day,Chuck Size : 1/2 In.,Drill/ Driver Type : Drill/ Driver,Product Weight (lb.) : 5,Cordless/ Corded : Cordless,Battery Power Type : Lithium Ion,Battery Amp Hours : 2 Ah,Cordless Tool Type : Drill/Driver,Tools Product Type : Power Tool,Color Family : Green,Condition : New,Maximum Speed (RPM) : 1800 RPM,Motor Type : Brushless,Battery/Charger : 2 Batteries & Charger Included,Chuck Type : Keyless,Charger Included : Charger Included,Product Width (in.) : 7.09 in,Product Height (in.) : 9.84 in,Product Depth (in.) : 11.02 in,Manufacturer Warranty : 3 Years","Warranty : https://images.homedepot-static.com/catalog/pdfImages/63/63448a2c-6f08-4ebb-8646-149084f55bd3.pdf,Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/c4/c4e7aadb-395f-40be-a97c-ede6da2b6fd5.pdf,SDS : https://images.homedepot-static.com/catalog/pdfImages/99/99d15dc7-fc70-4404-8166-6d0fe6c25797.pdf"
203466914,P883,"18-Volt ONE+ Lithium-Ion Cordless 4-Tool Super Combo Kit with (2) 1.3 Ah Batteries, 18-Volt Charger, and Tool Bag","RYOBI introduces the 18-Volt ONE+ Lithium-Ion Cordless 4-Tool Super Combo Kit with (2) 1.3 Ah Batteries, Dual Chemistry Charger, and Tool Bag. This DIY RYOBI Super Combo is full of 18-Volt ONE+ lithium-ion tools that will turn chores into hobbies. The variable-speed reciprocating saw in this bundle includes a blade with a 7/8 in. stroke length capable of 3,100 SPM. A multipurpose carbide-tipped blade comes with the 5-1/2 in. circular saw, capable of carving through thick material and sheet goods at speeds up to 4700 RPM (no-load). A keyless chuck secures 1/2 in. bits into the lightweight drill with variable-speed options that allow the operator to select one of 24 clutch settings for optimal torque. Never lose sight of your projects with the included ONE+ worklight that can be positioned on its belly, rear, or hung from above with the ability to rotate and point the head where desired. Best of all, it's a part of the the RYOBI ONE+ World's Largest 18-Volt Tool System*. Backed by the RYOBI 3-Year Manufacturer's Warranty, this combo kit includes a drill/driver with screwdriver bit, a circular saw with blade and blade wrench, a reciprocating saw with two blades, two 1.3 Ah compact lithium-ion batteries, an 18-volt charger, a tool bag, and operator's manuals.","Bullet12 : Includes: (1) P271 Drill/Driver with screwdriver bit, (1) P505 Circular Saw with blade and blade wrench, (1) P515 Reciprocating Saw with (2) blades, (1) P704 Worklight, (2) P102 1.3 Ah Compact Lithium-Ion Batteries, (1) P118B 18-Volt ONE+ Charger, (1) tool bag, and operator's manuals,MFG Brand Name : RYOBI,Bullet06 : Battery: Features fade-free power to resist drainage during times of inactivity,Bullet13 : *Stem Pack Style Battery,Bullet03 : Circular Saw: Left-side blade for superb cutline visibility,Bullet05 : Battery: 45% lighter weight to reduce user fatigue,Bullet22 : Battery comparison:<br /><br /><center><img src=""https://inlinecontent.homedepot-static.com/pre/082614/25T/Ryobi-Drill-Impact-Driver-ComboTopOnly.jpg""></center><br /><br />,Bullet07 : Charger: Compatible with all RYOBI 18-Volt ONE+ Batteries,Bullet23 : <a href=https://www.homedepot.com/c/electronics_recycling_programs style=color:#F96302; target=_blank>Click here for more information on Electronic Recycling Programs</a>,Bullet02 : Reciprocating Saw: Ergonomically designed for better balance and features a blade clamp for quick and easy blade changes without tools,Bullet04 : Battery: Provides up to 20% more run time compared to 18-Volt Ni-Cd (P100),Bullet09 : Worklight: Swivel head directs light where needed and is lightweight and durably constructed for everyday use,Bullet01 : Drill/Driver: 1/2 in. heavy duty, single sleeve, keyless chuck with 24-position clutch to match your drilling and driving needs,Bullet20 : <a target=""_blank"" style=""color:#f96302"" href=https://www.RYOBItools.com/nation/>Join RYOBI Nation and have an opportunity to win prizes, share your RYOBI power tool experiences and receive exclusive offers</a>,Bullet10 : Part of the RYOBI ONE+ World’s Largest 18-Volt Tool System*,Bullet08 : Charger: Charges the included batteries in as little as 1 hour each,Bullet11 : 3-year manufacturer's warranty",129.0 / 149.0,"Product Highlight 1 : Perfect starter kit for every DIY need,Product Highlight 2 : Includes: (2) 1.3 Ah Batteries, (1) Charger, and Tool Bag,Product Highlight 3 : World’s Largest 18-Volt Tool System*",4.5401,"https://images.homedepot-static.com/productImages/8f0a497d-0d83-438d-b532-b628d017fb8e/svn/ryobi-power-tool-combo-kits-p883-64_1000.jpg,https://images.homedepot-static.com/productImages/507e8b5d-5962-40f1-a275-20340df7d2bf/svn/ryobi-power-tool-combo-kits-p883-40_1000.jpg,https://images.homedepot-static.com/productImages/f1d19546-3aac-4636-bb20-aa3df30a822c/svn/ryobi-power-tool-combo-kits-p883-a0_1000.jpg,https://images.homedepot-static.com/productImages/0ea81916-bf30-48ab-9f29-7e5ca9f50f6c/svn/ryobi-power-tool-combo-kits-p883-1d_1000.jpg,https://images.homedepot-static.com/productImages/d8e60608-996d-413e-af6a-524b400188d2/svn/ryobi-power-tool-combo-kits-p883-66_1000.jpg,https://images.homedepot-static.com/productImages/7ec7580c-aa92-4afd-9ff5-9e272ece7bc0/svn/ryobi-power-tool-combo-kits-p883-77_1000.jpg,https://images.homedepot-static.com/productImages/f9c5ff2d-45d9-412b-9c86-7fbfa1a243ca/svn/ryobi-power-tool-combo-kits-p883-c3_1000.jpg,https://images.homedepot-static.com/productImages/f28364e1-0ca5-4c6a-bd10-6f8579c9333e/svn/ryobi-power-tool-combo-kits-p883-4f_1000.jpg,https://images.homedepot-static.com/productImages/89b57c39-2b3d-4048-b91e-a0b4a50a34b9/svn/ryobi-power-tool-combo-kits-p883-1f_1000.jpg,https://images.homedepot-static.com/productImages/624ea2aa-a976-4201-9adc-5a09eb759bf7/svn/ryobi-power-tool-combo-kits-p883-44_1000.jpg,https://images.homedepot-static.com/productImages/4e7c575e-c42c-4c7b-aa47-b2fbfcbbcafc/svn/ryobi-power-tool-combo-kits-p883-fa_1000.jpg,https://images.homedepot-static.com/productImages/e982f469-99a2-4b2d-891d-a03ecb591204/svn/ryobi-power-tool-combo-kits-p883-76_1000.jpg,https://images.homedepot-static.com/productImages/1a63a141-b70d-406a-b103-3d80d8f45820/svn/ryobi-power-tool-combo-kits-p883-d4_1000.jpg,https://images.homedepot-static.com/productImages/068169d5-f329-45c8-aed6-c0bd648f4b6d/svn/ryobi-power-tool-combo-kits-p883-31_1000.jpg","Number of Batteries Included : 2,Voltage (v) : 18v,Returnable : 90-Day,Number of Tools Included : 4,Tools Included : Circular Saw,Drill,Reciprocating Saw,Worklight,Power Tool Features : No Additional Features,Cordless Tool Type : Combo Kit,Cordless/ Corded : Cordless,Battery Power Type : Lithium Ion,Tools Product Type : Power Tool,Color Family : Green,Condition : New,Motor Type : Brushed,Charger Included : Charger Included,Manufacturer Warranty : 3 Year. 90 Day Satisfaction Guarantee","Energy Guide : https://images.homedepot-static.com/catalog/pdfImages/67/67dddf8d-e1d4-4ab7-bc94-9f9586c4174e.pdf,SDS : https://images.homedepot-static.com/catalog/pdfImages/c2/c2dcd962-76bb-4ddd-9f7f-93a87f135dcb.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/4e/4e02e95b-aaf2-486a-a2f2-c187c770b007.pdf,Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/4f/4ffb9fc6-6edb-448f-bd01-e6e94d461974.pdf"
300981190,HJP004L,12-Volt Lithium-Ion Cordless 3/8 in. Drill/Driver Kit with 12-Volt Battery and Charger,"RYOBI introduces the 12-Volt Lithium-Ion Cordless 3/8 in. Drill/Driver Kit with 12-Volt Battery and Charger. This kit gives you optimal performance in a compact size. The battery holds a charge 4X as long and weighs 33% less than comparable Ni-Cd batteries, while the tool's compact size makes it easy to handle and perfect for tight spaces. With the included battery and a quick 45-minute recharge time, you'll always have the power to complete your DIY home improvement needs. Backed by the RYOBI 3-Year Manufacturer's Warranty, the 12-Volt 3/8 in. Drill/Driver Kit includes a 12-Volt Battery, a 12-Volt Charger, a double ended bit, and an operator's manual.","Bullet01 : 3/8 in. heavy duty keyless chuck for quick and easy bit changes,Bullet23 : <a href=https://www.homedepot.com/c/electronics_recycling_programs style=color:#F96302; target=_blank>Click here for more information on Electronic Recycling Programs</a>,MFG Brand Name : RYOBI,Bullet04 : Compact size is perfect for reaching tight spaces,Bullet02 : 22-position clutch for high-torque applications,Bullet06 : Ergonomic handle with overmold and microtexture ensures comfortable grip,Bullet08 : Includes: (1) HJP003 Drill, (1) CB121L Battery, (1) C123L Charger, (1) double ended bit, and operator’s manual,Bullet03 : Lightweight design reduces fatigue during extended use,Bullet07 : 3-year manufacturer's warranty,Bullet05 : Integrated bit holder offers convenient placement for an extra bit",59.97 / 59.97,"Product Highlight 1 : Ergonomic handle with overmold for added user comfort,Product Highlight 2 : Includes: 12-Volt Drill, Battery, and Charger,Product Highlight 3 : Backed by the RYOBI 3-Year Manufacturer's Warranty",4.3638,"https://images.homedepot-static.com/productImages/7a435018-8826-4426-be11-7b520d5b9dfa/svn/ryobi-power-drills-hjp004l-64_1000.jpg,https://images.homedepot-static.com/productImages/9b4ed81b-b6e7-4d6f-a07e-71bfa9728380/svn/ryobi-power-drills-hjp004l-c3_1000.jpg,https://images.homedepot-static.com/productImages/5e636beb-95cb-4fd2-9010-086164d6499f/svn/ryobi-power-drills-hjp004l-31_1000.jpg","Returnable : 90-Day,Voltage (v) : 12v,Drill/ Driver Type : Drill/ Driver,Cordless/ Corded : Cordless,Battery Power Type : Lithium Ion,Power Tool Features : Keyless Chuck,Variable Speed,Cordless Tool Type : Drill/Driver,Tools Product Type : Power Tool,Product Weight (lb.) : 3.03 lb,Number of Batteries Included : 1,Color Family : Green,Battery/Charger : 1 Battery & Charger Included,Maximum Speed (RPM) : 600 RPM,Condition : New,Included : Hand Tools Included,Chuck Size : 3/8 In.,Chuck Type : Keyless,Motor Type : Brushed,Charger Included : Charger Included,Product Height (in.) : 7.13 in,Product Width (in.) : 3.20 in,Product Depth (in.) : 7.87 in,Certifications and Listings : 1-UL Listed,Manufacturer Warranty : 3 Year Warranty","Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/a7/a747b3ce-48e8-4b6e-b113-49afd6110f3c.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/b1/b1920f09-6dab-4d38-9448-98f03ad68f18.pdf"
304231335,P1834,"18-Volt ONE+ Lithium-Ion Cordless Brushless Drill/Driver-Impact Driver Kit (2-Tool) w/(2) 1.3 Ah Batteries, Charger, Bag","RYOBI introduces the 18-Volt ONE+ Lithium-Ion Cordless Brushless Drill/Driver and Impact Driver Kit (2-Tool) with (2) 1.3 Ah Batteries, Charger, and Tool Bag. The 18-Volt ONE+ Brushless Drill/Driver and 18-Volt ONE+ Brushless Impact Driver provide superior lithium-ion performance to get the job done. The drill includes a 1/2 in. keyless Jacobs Chuck with 24-position clutch to match your drilling and driving needs. The impact driver has a variable speed trigger and 1800 lbs. of torque to provide control and power when driving long and large screws or bolts. They both feature the exclusive MagTray onboard bit storage which allow convenient placement of bits and screws, a belt clip that mounts to both sides and an LED light to illuminate the work area. This kit also includes two RYOBI 18-Volt ONE+ 1.3 Ah Lithium-Ion Batteries and the 18-Volt ONE+ Dual Chemistry IntelliPort Charger. The 18-Volt ONE+ Charger is compatible with all 18-Volt ONE+ batteries for user convenience. Best of all, this kit is part of the RYOBI ONE+ World’s Largest 18-Volt Tool System*. Backed by the RYOBI 3-Year Manufacturer's Warranty, this Brushless Combo Kit includes a drill/driver, an impact driver, two 1.3 Ah lithium-ion batteries, an 18-Volt charger, and an operator's manual.","Bullet01 : Brushless Drill/Driver: Innovative 3-jaw 1/2 in. Jacob's chuck with quick hex bit insert,MFG Brand Name : RYOBI,Bullet07 : Brushless Drill/Driver and Brushless Impact Driver: MAGTRAY Magnetic Holder for convenient storage of screws and bits,Bullet13 : *Stem Pack Style Battery,Bullet04 : Brushless Impact Driver: Variable speed trigger,Bullet03 : Brushless Impact Driver: 1,800 lbs. torque,Bullet10 : Part of the RYOBI ONE+ World's Largest 18-Volt Tool System*,Bullet23 : <a href=https://www.homedepot.com/c/electronics_recycling_programs style=color:#F96302; target=_blank>Click here for more information on Electronic Recycling Programs</a>,Bullet08 : Batteries: Compatible with all RYOBI 18-Volt ONE+ products,Bullet09 : Charger: Dual Chemistry Charger features IntelliPort Technology, which conserves energy when not charging battery, protects battery cells, and maximizes battery life,Bullet05 : Brushless Drill/Driver and Brushless Impact Driver: Belt clip mounts to both sides for convenience,Bullet02 : Brushless Drill/Driver: 2-speed gear box (0-600 / 0-1,800 RPM) and 24-position adjustable torque clutch,Bullet12 : Includes: (1) P252 Brushless Drill/Driver with screwdriver bit, (1) P239 Brushless Impact Driver with Bit, P118 Dual Chemistry Charger, (2) P102 18-Volt ONE+ 1.3 Ah Compact Lithium-Ion Batteries, Tool Bag, and operator’s manuals,Bullet06 : Brushless Drill/Driver and Brushless Impact Driver: Improved GRIPZONE with micro texture for optimum grip and user comfort,Bullet11 : 3-year manufacturer's warranty",159.0 / 159.0,"Product Highlight 2 : Includes: Drill/Driver, Impact Driver, (2) Batteries, and Charger,Product Highlight 1 : Brushless motor provides 50% longer runtime and extends tool life,Product Highlight 3 : World’s Largest 18-Volt Tool System*",4.69,"https://images.homedepot-static.com/productImages/4c4e15be-4761-4693-9c58-43c9c6f0ce4f/svn/ryobi-power-tool-combo-kits-p1834-64_1000.jpg,https://images.homedepot-static.com/productImages/6669a56e-2b3a-4dfc-a540-081b065f7c2d/svn/ryobi-power-tool-combo-kits-p1834-c3_1000.jpg,https://images.homedepot-static.com/productImages/f53f1b98-9538-46b8-b962-81d32c352922/svn/ryobi-power-tool-combo-kits-p1834-4f_1000.jpg,https://images.homedepot-static.com/productImages/ca4ebc2d-86df-4c37-84fc-45ad9e7aea46/svn/ryobi-power-tool-combo-kits-p1834-1f_1000.jpg,https://images.homedepot-static.com/productImages/1d85b735-6296-4f07-b492-f315d86d909e/svn/ryobi-power-tool-combo-kits-p1834-44_1000.jpg,https://images.homedepot-static.com/productImages/546b8007-6809-4ddd-ba00-8c6f788aa253/svn/ryobi-power-tool-combo-kits-p1834-fa_1000.jpg,https://images.homedepot-static.com/productImages/b699349c-5741-48b6-8fbc-27d6360021b1/svn/ryobi-power-tool-combo-kits-p1834-76_1000.jpg,https://images.homedepot-static.com/productImages/e68d4f3f-b877-4f0e-8027-7db370e2c366/svn/ryobi-power-tool-combo-kits-p1834-31_1000.jpg","Number of Batteries Included : 2,Voltage (v) : 18v,Returnable : 90-Day,Tools Included : Drill,Impact Driver,Cordless Tool Type : Combo Kit,Cordless/ Corded : Cordless,Battery Power Type : Lithium Ion,Number of Tools Included : 2,Tools Product Type : Power Tool,Color Family : Green,Condition : New,Power Tool Features : Keyless Chuck,LED Light,Variable Speed,Motor Type : Brushless,Charger Included : Charger Included,Certifications and Listings : 1-UL Listed,Manufacturer Warranty : 3 Years","Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/d5/d580ab9f-c1a9-4bc4-bf30-832f39d9cb9f.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/d9/d9ebb71d-3fa2-4f70-b329-6164ee65d3a9.pdf,SDS : https://images.homedepot-static.com/catalog/pdfImages/1a/1a4e5a67-84df-4aa8-8ab0-03c591448a28.pdf"
205975772,HP44L,4-Volt QuickTurn Lithium-Ion Cordless 1/4 in. Hex Screwdriver Kit,"RYOBI introduces the 4-Volt QuickTurn Lithium-Ion Cordless 1/4 in. Hex Screwdriver Kit.  The handle on this screwdriver kit easily changes between a standard pistol grip drivers to a straight screwdriver to meet all of your screw driving needs. Backed by the RYOBI 3-Year Manufacturer's Warranty, this screwdriver kit includes the twist screwdriver, a charger, screw driving bits, and an operator's manual.","Bullet23 : <a href=https://www.homedepot.com/c/electronics_recycling_programs style=color:#F96302; target=_blank>Click here for more information on Electronic Recycling Programs</a>,Bullet01 : 2-speed gearbox (200/600 RPM) (no load speed) for a wide range of applications,MFG Brand Name : RYOBI,Bullet06 : 3-year manufacturer's warranty,Bullet03 : 2-finger trigger for added speed control,Bullet07 : Includes: (1) HP44L 4-Volt QuickTurn Lithium-Ion Cordless 1/4 in. Hex Screwdriver, (1) internal 4-volt battery, (1) external 4-volt charger, (2) screwdriver bits, and operator's manual,Bullet02 : 1/4 in. hex collet for fast and convenient bit changes,Bullet05 : Quick-turn allows for easy change between standard driver to stick driver,Bullet04 : New and improved GRIPZONE overmold for optimum grip and user comfort",39.97 / 39.97,"Product Highlight 2 : Includes: Internal 4-Volt battery and external charger,Product Highlight 1 : Can be used as a standard pistol driver or a stick driver,Product Highlight 3 : Backed by the RYOBI 3-year manufacturer's warranty",4.3001,"https://images.homedepot-static.com/productImages/a9985809-8d44-485e-909c-0a4ebf146b84/svn/ryobi-electric-screwdrivers-hp44l-64_1000.jpg,https://images.homedepot-static.com/productImages/ef7b8b7a-e3d0-4aac-ae82-d4c3a789d680/svn/ryobi-electric-screwdrivers-hp44l-c3_1000.jpg,https://images.homedepot-static.com/productImages/0f3ec843-525e-450c-bc17-8848b7ac756a/svn/ryobi-electric-screwdrivers-hp44l-4f_1000.jpg,https://images.homedepot-static.com/productImages/8c90d045-ac54-463d-99d4-6c646ca5ebbe/svn/ryobi-electric-screwdrivers-hp44l-1f_1000.jpg","Returnable : 90-Day,Drill/ Driver Type : Electric Screwdriver,Battery Amp Hours : 1.3 Ah,Product Weight (lb.) : .5,Battery Amp Hours : 1.3 Ah,Power Tool Features : No Additional Features,Cordless/ Corded : Cordless,Battery Power Type : Lithium Ion,Included : No Additional Items Included,Tools Product Type : Power Tool,Number of Batteries Included : 1,Color Family : Green,Battery/Charger : 1 Battery & Charger Included,Voltage (v) : 4v,Maximum Speed (RPM) : 600 RPM,Condition : New,Chuck Type : Hex,Motor Type : Brushed,Battery/Charger : (1) 1.3 Ah Battery & Charger Included,Chuck Size : 1/4 In.,Charger Included : Charger Included,Product Height (in.) : 6,Product Width (in.) : 2,Product Depth (in.) : 7,Certifications and Listings : 1-UL Listed,Manufacturer Warranty : 3 Year Warranty","Warranty : https://images.homedepot-static.com/catalog/pdfImages/8a/8aadd574-143f-418e-9f74-fd4ad560f5da.pdf,SDS : https://images.homedepot-static.com/catalog/pdfImages/71/710d0641-1372-4d2a-8d87-6415316db460.pdf,Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/89/8966c1e8-0355-42f3-bf6a-a0d9292c52c9.pdf"
